Comments,Label
ایام عزاء فاطمہ (س ع) منانا بدعات دین ھے منکر رسول (ص) ؟ اب ثابت بھی کر فراری ہر طرف سے تیری چھترول ہو رہی ھے ملعون اور شیعہ مسلمان امام باڑے میں کونسی بدعات دین رکھتے ہیں ؟ بھاگ مت ان سوالوں سے یہ تو اب قبر تک پھر حشر تک تیرا پیچھا نہیں چھوڑنے والے مکرہ,offensive
قربان تجھ پر بریلویوں کو ننگا کر دیا انھوں نے اسلام کو یہودو نصارہ کا دین بنا دیا  خبیثوں نے میں پیداٸشی بریلوی ہوں,hate
حضرت زینب رضی اللہ تعالیٰ عنہ نے اک کافر سے شادی کیوں کی اس پہ برائے مہربانی روشنی ڈالے؟ شکریہ,normal
"شیخ عبدالقادر جیلانی کتبے لاثانی غوثِ صمدانی بیشک اللہ کے ولی ہیں آور ولیوں کے بادشاہ ہیں
ابے گدھے انجینیر آگر غریب نواز حضرت خواجہ معین الدین چشتی ہند میں دین کی تبلیغ نا کرتے توں تو آج کافر ہوتا تیرے باپ دادا کافر ہوتے
گدھے توں احمد رضا کو امام احمد رضا کہتا ہیں کونسا امام ہیں ہے وہ تُو گدھا ہیں لوگوں کو ابلیس جیسے گمراہ کر رہا ہے",offensive
اس مولوی پر سورۃ ال کافرون فٹ ہے,hate
یہ بھی دو نمبر بوٹ پالشیا نکلا,offensive
مشرک گروہ سب کافروں کی پیداوار ہیں...انکو شرک پھیلانے کا  مشن سونپا گیا ھے...,offensive
او کھتوی دیا بچیا تو تے ہے ہی کافر,offensive
صرف آپ کافر کا لفظ نہیں بولتے آپ چاھتے ھیں مجھے کافر کا لفظ نہ بولنا پڑے میری باتیں سن کر لوگ یہ لفظ بولیں کافر کا,normal
اس میں تو شک والی بات ھے ھی نہیں جو اپنی عبادت کروائے وہ تو کافر ھوتا ھے آپ نے لاکھوں مسلمانوں کو اور الیاس قادری صاحب کو آپ نے کافر کہا ھے,offensive
طاہر پادری کافر ہے اس کی تقریر نہ سنی جائے,hate
"الیاس قادری جیسا بیغیرت اور منافق کوئی نہیں دیکھا۔
جس رسول کے نام  پر اربوں کے چندے اکٹھے کیے اس خبیث نے۔ آج اسی رسول کی آل کا بغض دل میں لیے بیٹھا ہے۔",offensive
دین رسولﷺ کے باغی تم لوگ ہو بے پردہ سوشل میڈیا پر,offensive
معاوىه پر لنعت,offensive
اور جب قرآن میں اللہ پاک فرما رہے ہے کہ نبی کہ سارے صحابہ سے جنت کا وعدہ کیا ہے تو پھر دو نمبر مولوی کی سن کر معاذاللہ ان کو جہنمی کیں کہیں,hate
آپ بے پردہ خاتون ہیں آپ کے منہ سے عشق نبی کی بات اچھی نہیں لگتی,hate
خبیث انسان ہے یہ,offensive
ان دو نمبر ملوں پر کبھی یقین مت کرنا یہ جلد بکنے والی قوم ہے۔۔۔ انکی تاریخ سامنے ہے۔۔ صرف مفتے  کھانے والے ان مے شامل ہیں۔۔,hate
عوام اور قوم بھوک سے مر رہی ہے اور میں مہنگائی کا طوفان ہے اور سعد رضوی صاحب اپنے ہی الگ تحریک لبیک دینی سیاسی جماعت کے نام پر اور مسلمانوں کو مسلمان اور کافر کے چکر میں پڑے ہوئے ہیں۔,hate
جناب عمران خان عاشق  رسول صلی اللہ علیہ وسلم ھیں میں آ پ سے پوچھتا ھوں جو فرد آ پ صلی اللہ علیہ وسلم کو آ خری نبی نہ مانے وہ کیسے عاشق۔ رسول صلی اللہ علیہ وسلم ھو سکتا ھے اور اس عمران نے کہا ھے کہ جو آ پ کو آ خری نبی میں مانتا اس کو کافر نہیں کہنا چاہیے,offensive
"گھٹیہ چیل ۔ تے دو نمبر مولبی
ایک ٹکے کا مولبی نہی 

یہ بھی اسلام نہی۔۔ اسلام آباد والا ملوٹا ھے",hate
کیا یہ ورلڈکپ سے بڑی خوشی کی بات نہیں رسول صلی اللہ وسلم کی بات کی کافروں کے اندر صدری صاحب یہ بتائیں,normal
"تحریک لبیک ہی اصل مسلم ہیں 
باقی خامخام اپنے کو مؤمن کہتے ہیں تحریک لبیک والے ہی عاشق رسول ہیں باقی سب کافر استغفر اللہ
اے مومنو بچو ایسے مولوی اور تحریک لبیک والوں سے ورنہ ایمان خطرے میں ہے وسلام",hate
عمران خان اگر اتنا عاشق رسول ہوتا تو ممتاز شہید کو قاتل کہتا اور آسیہ ملعونہ کو ملک سے باہر فرار کرواتا؟؟ اگر نواز شریف اتنا پکا مؤمن ہوتا تو ممتاز قادری شہید کو پھانسی دیتا؟؟؟ سعد رضوی صاحب کی اس بات سے مکمل اتفاق ہے کہ ناموسِ رسالت اور ختم نبوت کے معاملے میں ساری جماعتیں ہی کفر کی پروردہ ہیں۔۔,hate
خلیل الرحمن قمر کو چھوڑو اس کو دیکھو جس نے چند ٹکوں کے لیے اپنا جسم فروخت کر دیا سستی شہرت کے لیے یہی تو سمجھا رہا تھا ایک نمبر عورت میں اور دو نمبر میں عورت میں فرق ہوتا ہے بیچنے کے پاس اس کے پاس بھی بہت کچھ ہے مگر عورت بیشتی نہیں ہے,hate
"حامدہ چمکی نہ تھی انگلش سے جب بیگانہ تھی
اب ہے شمع انجمن پہلے چراغ خانہ تھی
بے پردہ نظر آئیں جو کل چند بیبیاں
اکبر زمیں میں غیرت قومی سے گڑ گیا
میں نے جو پوچھا,آپ کا پردہ وہ کیا ہوا
کہنے لگیں کہ عقل پہ مردوں کی پڑ گیا
میں بھی گریجویٹ ہوں تو بھی گریجویٹ
علمی مباحثے ہوں ذرا پاس آکے لیٹ
دو اسے شوہر و اطفال۔کی خاطر تعلیم
قوم کے واسطے تعلیم نہ دو عورت کو
اکبر کے خیال میں ہر تعلیم یافتہ عورت یا گریجویٹ عورت بدکردار ہوجاتی ہے اور کسی بھی مرد کے ساتھ کہیں بھی لیٹ جاتی ہے",normal
اسلام تعلیم کا حکم دیتا ہے اور یہ کافر ہے,offensive
"اکبر الہ آبادی فرماتے ہیں۔

حامدہ چمکی نہ تھی، انگلش سے جب بیگانہ تھی
اب وہ شمع بزم ہے پہلے چراغ خانہ تھی

بے پردہ کل جوآئیں نظر چند بیبیاں 
اکبر زمیں میں غیرت قومی سے گڑ گیا

پوچھا جو میں نے آپ کا پردہ وہ کیا ہوا
کہنے لگیں کہ عقل پہ مردوں کے پڑ گیا


شمعِ بزم کس کو کہتے ہیں؟",normal
مدرسوں کے خلاف کمنٹ کرنے والوں گناہوں کے خلاف بولوں مدرسوں کی باتیں زیادہ لوگ اپنی طرف سے بنا کر پیش کرتے ہیں الزام لگانے سے سب نیکیاں ضایع ہو جاتی ہیں مسجد مدرسے سے روکنا کافروں جیسا کام ھے  سارے شعر غلط نہیں ہیں سمجھنے کی بات ھے,hate
انتہائ غلیظ زبان کے مالک  ہیں فضل چشتی کے شاگرد,offensive
یہ غلیظ ذہیت کا کتا جو مدرسے سے وجوا وجوا کر اور پھڑوا کر نکلا ہے ۔ بکواس کر رہا ہے,hate
"بڑا  کوئی خبیث انسان ہے
احکام بالا سے گزارش ہے کہ اس باندر کے خلاف قانونی کارروائی کی جائے۔
ادھر بھی ایک عجوبہ ہے جو خود کو کسی چشتی کا مرید کہلواتا ہے وہ لڑکوں کی تعلیم کو بھی کفر قرار دیتا ہے اس کے مطابق سکول میں دی جانے والی  تعلیم کافروں کی ہے جبکہ انہیں کافروں کی ایجاد موبائل اور لاؤڈ سپیکر سے کلام چلا کر نیکیاں کماتا ہے اور یاد آیا ایک دوست نے کنفرم کیا تھا کہ اس کے پیر صاحب کے اپنے بیٹے جرمنی میں زیر تعلیم ہیں",offensive
"یہ مکروہ اور غلیظ انسان دھڑلے سے ملک کی لاکھوں بیٹیوں کو سکولوں میں تعلیم حاصل کرنے کی پاداش میں کنجری جیسے القاب سے نواز رہا ہے لیکن ریاست اور انتظامیہ دھنیا پی کر خاموش تماشائی بنی بیٹھی ہے۔
اسے یہ حق کس نے دیا؟",normal
"فعل کرتے شرماتے نہیں جب فاعل کا نام لیا جائے تو غصہ کر جاتے ھیں جیسے شراب پینے والا شرابی، اب شرابی غصہ کرے عجیب بات ھے ایسے ھی بے پردہ عورتیں نہیں، ۔۔۔ لیکن سکولی ماں بھین دا چڈ ۔۔۔۔۔۔",offensive
وہ تو ٹھیک ہے لیکن تصویر بنوانے والا تو کافر نہیں تھا آپ کا ہاں,normal
"یہ گانے والا کوئی بھڑوا خبیث ہے، ان مردودوں نے دین کا حلیہ بگاڑ کر رکھ دیا ہے یہ دقیانوسی سوچ کے حامل  یہ ملاں اس ریاست کو ناکام بنانے کے یہودی ایجنڈے پر گامزن ہیں",offensive
کیا انبیاء اور صحابہ نے کبھی ایسی زبان استعمال کی ہو یا اجازت دی ہو؟ کتنا غلیظ انسان ہے کیسی غلاظت نکالتا ہے منہ سے۔,normal
"مولوی صاحب یہ ایپ جس پر آپنے سے shit اپلوڈ کی، یہ بھی کافروں کی ایجاد ہے، جلدی جلدی اپنے موبائل کو آگ لگاؤ کیونکہ وہ بھی کافروں کی ایجاد ہے",hate
سپیشل خبیث ہے یہ تو,offensive
یہ تو بڑا کوئی خبیث آدمی ہے,offensive
تعلیم سے کسی نے نہیں روکا لیکن ہر یونیورسٹی اور کالج میں ڈانس شروع کروا دی گی ہے یہ درست ہے بے پردہ اور مخلوط صورت میں تعلیم دی جارہی ہے کیا اسلام اس کی اِجازت دیتا ہے,hate
یے خبیث میڈیا اور لڑکیاں ہیں,hate
"کینیڈا سے ان خبیث عورتوں اور مردوں کو تفصیلی جواب جو خود کو الله کے احکامات سے آزاد سمجھتے ہے. 
Detail reply for those bitches who considered themselves, out of Allah's ahkamaat.

 ",hate
مگر ہم اسلامی معاشرے میں رہتے ہیں جنکو مغربی ماحول کو پسند کرتے ہیں وہ اپنا نقصان کرینگی ہم مشرقی ماحول کو پسند کرتے ہیں اور شریعت کے حساب سے زندگی گزارتے ہیں اور ہم پاکستانیوں کی عورتیں الحمدللہ باعزت ہیں بی بی تم اپنی بے حیائی کسی دوسرے کافر ملک رچائیں,hate
"حدیث پاک کا مفہوم ھے کہ جس مرد کی بیوی گھر سے بے پردہ نکلے اور اس کا شوھر اپنی بیوی کے بے پردہ نکلنے پر راضی ھے تو اس کی بے پردہ بیوی جتنے قدم بے پردگی کے ساتھ چلے گی دزخ میں اس کے 
شوھر کیلئے اتنے ھی گھر بنیں گے",normal
بے شک وہ بے حیا عورتیں ہیں جو بے پردہ باہر نکلتی ہیں,hate
فرزانہ باری جیسی خبیث عورتوں کو سنگسار کردینا چاہئے۔۔۔۔,hate
یہ فرزانہ خبیثات میں سے ہیں,offensive
جو حجاب نہی کرنا چاھتی وہ اسلام بھی چھوڑ دے اور کافر بن کر جو دل چاھتا ھے ۔۔۔وہ کرے ۔۔۔۔اسلام کو اور مسلمان عورت کو بدنام نہ کریں ۔۔۔۔ سعودی اور دوبئ  ایران میں حجاب ھے  وہ عورتیں خوبصورت ھیں امیر ھیں ۔۔۔وہ حجاب میں ھیں تو یہاں پاکستانی عورتوں کو تکلیف کیا ھے۔۔۔۔ سر ڈھانپتے ھوئے موت کیوں پڑتی ھے ۔۔۔۔  یہ ننگی عورتیں ھیں ان کا اسلام سے کوئ تعلق نہی۔۔ یہ عورتیں پاکستانی  معاشرے کی اور اسلام کی علمبردار نہی ھیں ان  بے حیاوں کو  پہچانو ۔۔,hate
خلیل الرحمان شکر ھے آپ نے مولویوں کو بھی جگا دیا۔ ورنہ پچھلے کئی سالوں سے مولوی ایک ھی ایجنڈے پے کام کر رہے ھیں کہ میں ٹھیک دوسرا برا کافر کافر اور بس ۔ جبکے اس قوم کے اتنے ایشوز ھیں کہ کاش کے یہ لوگ اپنے خطبات میں بیان کرتے تو آج یہ وقت نا دیکھنے پڑتے۔,hate
